PDB_ID,score,Resolution,pubmed_id,Assembly,method,pH,temp,pdbx_details,pdbx_pH_range,ligands,COMPOUNDS (con_unit=mM)
4M02,0.1294280435042735,1.59,24901708.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,289.0,"'0.1M Tris, 2.0M Ammonium phosphate monobasic, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 289K'",,"CA, GOL","['tris', '100.0', 'ammonium dihydrogen phosphate', '2000.0']"
4ZCL,0.1294280435042735,3.06,26163516.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.0,293.0,"'100 mM Tris-HCl, 2 % PEG 6000, and 5 mM [Co(NH3)6]Cl3, pH 8.0'",,"NCO, GDP, MG","['tris-HCl', '100.0', 'PEG 6000', '2%', 'hexaminecobalt(III) chloride', '5.0']"
8W04,0.1293687085042735,2.91,38879612.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,297.0,"'0.2 M Sodium bromide, 0.1 M Bis Tris propane pH 7.5, 20% (w/v) PEG 3350 (PACT 2-26 (G2))'",2-26,,"['sodium bromide', '200.0', 'bis-tris propane', '100.0', 'PEG 3350', '20% w/v', 'g2', '14.0']"
5Z9R,0.1287157927920228,2.0,32250733.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,291.0,"'0.04 M citric acid, 0.06 M Bis-Tris propane, pH 7.0, 20% PEG3350'",,,"['citric acid', '40.0', 'bis-tris propane', '60.0', 'PEG 3350', '20%']"
4ZCM,0.1293687085042735,3.31,26163516.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.0,293.0,"'100 mM Tris-HCl, 2 % PEG 6000, and 5 mM [Co(NH3)6]Cl3, pH 8.0'",,"NCO, G4P, MG","['tris-HCl', '100.0', 'PEG 6000', '2%', 'hexaminecobalt(III) chloride', '5.0']"
5H91,0.128166102079772,1.77,,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",,291.15,"'ammonium acetate, sodium acetate'",4.3-5.4,ACY,"['ammonium acetate', None, 'sodium acetate', None]"
7XWU,0.128166102079772,2.0,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",,300.0,"'25% PEG 3350, 0.1M Tris'",,"NDP, PEG","['PEG 3350', '25%', 'tris', '100.0']"
8H61,0.128166102079772,1.9,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.25,291.0,'30 % (w/v) PEG3350 and 0.1 M Bis-Tris (pH 6.25)',,NDP,"['PEG 3350', '30% w/v', 'bis-tris', '100.0']"
8YA6,0.128166102079772,1.92,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.5,290.0,'0.2 M Sodium acetate trihydrate+0.1 M Sodium cacodylate trihydrate pH 6.5+24% w/v PEG 8000',,,"['sodium acetate trihydrate+01 m sodium cacodylate', '200.0', '65+24', None, 'w/v', None, 'PEG 8000', None]"
4XBK,0.127944207079772,1.951,,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",4.6,291.15,"'ammonium acetate, sodium acetate'",4.3-5.4,ACY,"['ammonium acetate', None, 'sodium acetate', None]"
8YA7,0.128003542079772,1.99,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",6.5,290.0,'0.2 M potassium iodide+0.1 M MES pH6.5+27% w/v PEG 4000',,"FUC, X2Y, X6Y","['potassium iodide+01 m mes ph65+27', '200.0', 'w/v', None, 'PEG 4000', None]"
4XBS,0.127944207079772,2.17,,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",4.6,291.15,"'ammonium acetate, sodium acetate'",4.3-5.4,,"['ammonium acetate', None, 'sodium acetate', None]"
5Z66,0.127944207079772,1.8,30657252.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,291.0,"'0.2 M Ammonium sulphate, 28% PEG 4000'",,"SO4, VDM, GOL","['ammonium sulphate', '200.0', 'PEG 4000', '28%']"
5Z6H,0.127944207079772,2.3,30657252.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",8.0,291.0,"'0.5M Ammonium sulphate, 25% PEG 4000, 15% glycerol'",,"SO4, GOL","['ammonium sulphate', '500.0', 'PEG 4000', '25%', 'glycerol', '15%']"
7Y0K,0.127944207079772,3.03,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",,300.0,"'25% PEG 3350, 0.1M Tris'",,NDP,"['PEG 3350', '25%', 'tris', '100.0']"
3OXG,0.1274538513675213,3.41,21266482.0,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",9.0,277.0,"'20% polyethylene glycol monomethyl ether 550, 0.1M NaCl, 0.1M bicine, pH 9.0, VAPOR DIFFUSION, SITTING DROP, temperature 277K'",,"ZN, SAH","['PEG MME 550', '20%', 'sodium chloride', '100.0', 'bicine', '100.0']"
3L9C,0.1274538513675213,1.6,,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,";0.05M Magnesium Chloride hexahydrate, 0.1M HEPES pH7.5, 30% PEGMME550, 0.01M Phenol, VAPOR DIFFUSION, SITTING DROP, temperature 289K
;",,,"['magnesium chloride', '50.0', 'HEPES', '100.0', 'PEG MME 550', '30%', 'phenol', '10.0']"
3K3P,0.1272912913675213,2.23,20522004.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.0,289.0,"'0.05M magnesium sulfate, 0.05M HEPES, 1.2M lithium sulfate, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 289K'",,,"['magnesium sulfate', '50.0', 'HEPES', '50.0', 'lithium sulfate', '1200.0']"
4XCH,0.1272912913675213,2.2,,tetrameric,"'VAPOR DIFFUSION, SITTING DROP'",6.5,293.0,"'0.2M potassium-sodium tartrate, 0.1M sodium citrate (pH 6.5), 1M ammonium sulfate'",,ZN,"['potassium sodium tartrate', '200.0', 'sodium citrate', '100.0', 'ammonium sulfate', '1000.0']"
5U4Z,0.1272912913675213,2.85,,monomeric(*),'VAPOR DIFFUSION',5.6,291.15,"'1 M ammonium di-hydrogen phosphate, 0.1 M Tris-sodium pH 5.6, 10% glycerol'",,SO4,"['ammonium dihydrogen phosphate', '1000.0', 'tris-sodium', '100.0', 'glycerol', '10%']"
4NZZ,0.1272319563675213,1.75,25331869.0,monomeric(*),EVAPORATION,8.5,293.0,"'0.5M LICL, 0.1M TRIS-HCL, 28% PEG 6000, PH 8.5, VAPOR DIFFUSION, SITTING DROP, TEMPERATURE 293K, EVAPORATION'",,,"['lithium chloride', '500.0', 'tris-HCl', '100.0', 'PEG 6000', '28%']"
4O08,0.1272319563675213,1.95,25331869.0,monomeric(*),"'VAPOR DIFFUSION, SITTING DROP'",7.0,293.0,"'0.2M LI2SO4, 0.1M TRIS-HCL, 2.0M (NH4) 2SO4, PH 7.0, VAPOR DIFFUSION, SITTING DROP, TEMPERATURE 293K'",,"PO6, SO4","['lithium sulfate', '200.0', 'tris-HCl', '100.0', 'ammonium sulfate', '2000.0']"
5U50,0.1272912913675213,2.902,,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",4.6,291.2,"'1 M sodium formate, 0.1 M sodium acetate pH 4.6, dioxane 1%'",,,"['sodium formate', '1000.0', 'sodium acetate', '100.0', '1,4-dioxane', None]"
4N8I,0.1267416006552706,2.011,24699651.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.4,298.0,"'0.2 M ammonium acetate, 24% PEG 3350 and 1 mM succinyl-CoA, pH 7.4, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,"COA, ACT","['ammonium acetate', '200.0', 'PEG 3350', '24%', 'succinyl-coa', '1.0']"
4N8H,0.1267416006552706,2.4,24699651.0,monomeric(*),,5.0,298.0,"'0.3 M Na malonate, 22% PEG 3350, and 1 mM propionyl CoA, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,,"['sodium malonate', '300.0', 'PEG 3350', '22%', 'propionyl coa', '1.0']"
4N8K,0.1267416006552706,2.0,24699651.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1M BisTris pH 5.5, 21% PEG 3350, 0.2M Ammonium sulfate, 1 mM succinyl CoA, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,,"['bis-tris', '100.0', 'PEG 3350', '21%', 'ammonium sulfate', '200.0', 'succinyl coa', '1.0']"
9UCE,0.1267416006552706,2.2,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",,293.0,"'sodium citrate, K/Na tartrate, ammonium sulfate'",,"CL, SO4, UDP","['sodium citrate', None, 'potassium sodium tartrate', None, 'ammonium sulfate', None]"
6IAO,0.1267416006552706,2.16,31125381.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",8.0,279.0,"'18% PEG4000, 0.25 M Magnesium chloride, 0.1 M TRIS pH 8.0, 10 mM DTT'",,"HEM, DTT, CL, PEG, GOL","['PEG 4000', '18%', 'magnesium chloride', '250.0', 'tris', '100.0', 'DTT', '10.0']"
4N8J,0.1265790406552706,2.01,24699651.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.4,298.0,"'25% PEG 3350, 0.4 M ammonium phosphate monobasic and 1 mM butyryl CoA, pH 7.4, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,"PO4, ACT, COA","['PEG 3350', '25%', 'ammonium dihydrogen phosphate', '400.0', 'butyryl coa', '1.0']"
5HXY,0.1265790406552706,2.5,26919387.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,295.5,"'PEG 4000, ADA, LiSO4'",,PO4,"['PEG 4000', None, 'ADA', None, 'lithium sulfate', None]"
4N8L,0.1265790406552706,2.817,24699651.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",5.5,298.0,"'0.1M Bis Tris, 27% PEG monomethyl ether 2000, and 1mM propionyl-CoA, pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K'",,,"['bis-tris', '100.0', 'PEG MME 2000', '27%', 'propionyl-coa', '1']"
7C6O,0.1265790406552706,1.801,33210347.0,monomeric,'LIQUID DIFFUSION',,289.0,"'PEG 10,000, Ethylene glycol, HEPES'",,"GOL, NA","['PEG 10000', None, 'ethylene glycol', None, 'HEPES', None]"
8YEN,0.1265790406552706,2.58,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.5,293.15,"'20% (W/V) PEG 3350, 0.1M Bis-Tris propane pH8.5, 0.2M Sodium fluoride'",,,"['PEG 3350', '20% w/v', 'bis-tris propane', '100.0', 'sodium fluoride', '200.0']"
3NC3,0.1260293499430199,2.66,20690619.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.1 M Bis-Tris, 0.1 M MgCl2, 12% (w/v) polyethylene glycol-3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,"HEM, GOL, MG","['bis-tris', '100.0', 'magnesium chloride', '100.0', 'PEG 3350', '12% w/v']"
3NC6,0.1260293499430199,3.1,20690619.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.1 M Bis-Tris, 0.1 M MgCl2, 12% (w/v) polyethylene glycol-3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,"HEM, PIW, MG","['bis-tris', '100.0', 'magnesium chloride', '100.0', 'PEG 3350', '12% w/v']"
3TN3,0.1260293499430199,1.6,,dimeric,,7.3,287.0,"'13% PEG 8000, 8% ethylene glycol, 2% glycerol, 0.05M sodium hepes pH7.3, vapor diffusion, hanging drop, temperature 287K'",,CO,"['PEG 8000', '13%', 'ethylene glycol', '8%', 'glycerol', '2%', 'HEPES-Na', '50.0']"
3TN4,0.1260293499430199,1.5,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.3,287.0,"'13% PEG 8000, 8% ethylene glycol, 2% glycerol, 0.05M sodium hepes pH7.3, vapor diffusion, hanging drop, temperature 287K'",,CO,"['PEG 8000', '13%', 'ethylene glycol', '8%', 'glycerol', '2%', 'HEPES-Na', '50.0']"
3TNB,0.1260293499430199,1.6,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.3,287.0,"'13% PEG 8000, 8% ethylene glycol, 2% glycerol, 0.05M sodium hepes pH7.3, vapor diffusion, hanging drop, temperature 287K'",,CO,"['PEG 8000', '13%', 'ethylene glycol', '8%', 'glycerol', '2%', 'HEPES-Na', '50.0']"
5GV1,0.1260293499430199,1.5,28774672.0,monomeric,MICROBATCH,6.5,298.0,"'PEG 1500, 0.1 M Bis-Tris'",,,"['PEG 1500', None, 'bis-tris', '100.0']"
4M01,0.1260293499430199,2.1,24901708.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.0,289.0,"'10% PEG 6000, 0.1M MES, 1.0M lithium chloride, pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 289K'",,"GOL, CA","['PEG 6000', '10%', 'MES', '100.0', 'lithium chloride', '1000.0']"
4XWL,0.1260293499430199,2.051,26457517.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,293.0,"'PEG400, AMMONIUM SULFATE, HEPES'",,"PEG, PG4, P33, PGE, 1PE, EDO, CA, SO4","['PEG 400', None, 'ammonium sulfate', None, 'HEPES', None]"
5J32,0.1260293499430199,1.933,27137927.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",8.0,277.0,"'1.0 M ammonium phosphate, 0.1 M imidazole, pH 8.0, and 5 mM isopropylmalate'",,"MG, IPM","['ammonium phosphate', '1000.0', 'imidazole', '100.0', 'isopropylmalate', '5.0']"
5L2R,0.1260293499430199,2.054,27528683.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",5.0,298.0,'PEG 3350 and tacsimate pH5',,"LMR, MLA, GOL, SF4, PEG","['PEG 3350', None, 'malonic acid', None, 'ammonium citrate', None, 'succinic acid', None, 'malic acid', None, 'sodium acetate', None, 'sodium formate', None, 'ammonium hydrogen tartrate', None]"
6JVY,0.1260293499430199,2.003,31860021.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,289.0,"'0.1M Tris-HCl (pH8.0), 2M ammonium sulfate'",,SO4,"['tris-HCl', '100.0', 'ammonium sulfate', '2000.0']"
6LL9,0.1260293499430199,2.7,32609505.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.15,"'25% (m/v) PEG3350, 0.2 M ammonium sulfate, 0.1 M HEPES, pH 7.5'",,DAL,"['PEG 3350', '25%', 'ammonium sulfate', '200.0', 'HEPES', '100.0']"
6UQM,0.1260293499430199,2.004,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-Malate
;",,"SF4, LMR, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
6UOJ,0.1260293499430199,2.35,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 4.8 mM succinate
;",,"SF4, SIN, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'sodium succinate', '4.8']"
8GIL,0.1260293499430199,2.1,39675710.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",5.5,291.15,"'25% PEG 3350, 200 mM ammonium acetate and 100 mM Bis-Tris pH 5.5'",,K,"['PEG 3350', '25%', 'ammonium acetate', '200.0', 'bis-tris', '100.0']"
3LBA,0.1258667899430199,2.24,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,"'25% (w/v) PEG 3350, 0.15M ammonium sulfate, 0.1M bis-tris, pH 6.3, VAPOR DIFFUSION, SITTING DROP, temperature 289K'",,"HPA, SO4","['PEG 3350', '25% w/v', 'ammonium sulfate', '150.0', 'bis-tris', '100.0']"
8GJB,0.1260293499430199,1.75,39675710.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",5.3,291.0,"'0.2 M Ammonium acetate, 0.1 M Bis-Tris (pH 5.3), 25% PEG 3350, 25% glycerol.'",,"NAD, ACT, K, GOL, BTB","['ammonium acetate', '200.0', 'bis-tris', '100.0', 'PEG 3350', '25%', 'glycerol', '25%']"
3NC5,0.1258667899430199,2.9,20690619.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.1 M Bis-Tris, 0.1 M MgCl2, 12% (w/v) polyethylene glycol-3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,"GOL, MG, HEM","['bis-tris', '100.0', 'magnesium chloride', '100.0', 'PEG 3350', '12% w/v']"
4M00,0.1258667899430199,2.05,24901708.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.0,301.0,"'0.8M ammonium sulfate, 0.1M MES, pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 301K'",,"CA, MES","['ammonium sulfate', '800.0', 'MES', '100.0']"
4N4G,0.1258667899430199,1.947,24590075.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.8,291.0,"'8% (w/v) polyethylene glycol 3000, 0.1M Imidazole, pH 7.8, VAPOR DIFFUSION, HANGING DROP, temperature 291K'",,"ZN, PO4","['PEG 3000', '8% w/v', 'imidazole', '100.0']"
4XWM,0.1258667899430199,1.703,26457517.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,293.0,"'PEG3350, SODIUM TARTRATE'",,"EDO, CA","['PEG 3350', None, 'sodium tartrate', None]"
5M9F,0.1258667899430199,1.8,,trimeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,293.0,"'100 mM HEPES pH 7.5, 12% w/v PEG 4000, 100 mM sodium acetate'",,"ACT, NA","['HEPES', '100.0', 'PEG 4000', '12% w/v', 'sodium acetate', '100.0']"
6HJM,0.1258667899430199,2.39,31757955.0,dimeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.0,293.0,"'0.1M MES, 0.15M Ammonium sulphate, 15% PEG 4000'",,,"['MES', '100.0', 'ammonium sulphate', '150.0', 'PEG 4000', '15%']"
6JVX,0.1258667899430199,2.301,31860021.0,dimeric,"'VAPOR DIFFUSION, SITTING DROP'",8.0,289.0,"'0.1M Tris-HCl (pH8.0), 2M ammonium sulfate'",,SO4,"['tris-HCl', '100.0', 'ammonium sulfate', '2000.0']"
6MSN,0.1258667899430199,1.591,30645090.0,dimeric,'VAPOR DIFFUSION',5.0,298.0,";12 % PEG 3,350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM RS-thiomalate
;",,"SF4, JYD","['PEG 3350', '12%', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'rs-thiomalate', '12.0']"
6UO0,0.1258667899430199,1.85,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-malate
;",,"SF4, LMR, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
6UP9,0.1258667899430199,1.949,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 73.2 mM malonate, 12 mM RS-Malate, 4.8 mM succinate
;",,"MLA, SF4, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'sodium malonate', '73.2', 'rs-malate', '12.0', 'sodium succinate', '4.8']"
6UOI,0.1258667899430199,1.953,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 73.2 mM malonate
;",,"MLA, GOL, F3S, FE","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'sodium malonate', '73.2']"
6UPO,0.1258667899430199,3.113,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-Malate
;",,"SF4, LMR","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
6UQ9,0.1258667899430199,2.304,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-malate
;",,"GOL, SF4, LMR","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
6UQB,0.1258667899430199,1.951,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 73.2 mM malonate, 12 mM RS-malate, 4.8 mM succinate
;",,"SF4, LMR, MLA, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'sodium malonate', '73.2', 'rs-malate', '12.0', 'sodium succinate', '4.8']"
6UQL,0.1258667899430199,2.1,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-Malate
;",,"SF4, LMR, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
3NC7,0.1258074549430199,3.3,20690619.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",6.5,293.0,"'0.1 M Bis-Tris, 0.1 M MgCl2, 12% (w/v) polyethylene glycol-3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,"HEM, PIY, MG","['bis-tris', '100.0', 'magnesium chloride', '100.0', 'PEG 3350', '12% w/v']"
3LA8,0.1258074549430199,1.8,,monomeric,"'VAPOR DIFFUSION, SITTING DROP'",7.5,289.0,"'25% (w/v) PEG 3350, 0.15M ammonium sulfate, 0.1M bis-tris, pH 7.5, VAPOR DIFFUSION, SITTING DROP, temperature 289K'",,SO4,"['PEG 3350', '25% w/v', 'ammonium sulfate', '150.0', 'bis-tris', '100.0']"
7YNY,0.1258667899430199,3.51,36477586.0,octameric,"'VAPOR DIFFUSION, HANGING DROP'",10.5,289.0,"'1,200 mM sodium phosphate monobasic, 800 mM potassium phosphate dibasic, 100 mM CAPS/NaOH, pH 10.5, 200 mM lithium sulfate'",,,"['sodium dihydrogen phosphate', '1200.0', 'potassium hydrogen phosphate', '800.0', 'caps/naoh', '100.0', 'lithium sulfate', '200.0']"
3PL5,0.1258074549430199,2.04,,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",6.5,277.0,"'0.1M MES, 20% PEG 3350, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K'",,PLM,"['MES', '100.0', 'PEG 3350', '20%']"
3TN5,0.1258074549430199,1.75,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",6.5,287.0,"'14% PEG 20000, 0.1M MES pH6.5, vapor diffusion, hanging drop, temperature 287K'",,"CO, PO4","['PEG 20000', '14%', 'MES', '100.0']"
3TN6,0.1258074549430199,1.6,,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",7.3,287.0,"'13% PEG 8000, 8% ethylene glycol, 2% glycerol, 0.05M sodium hepes pH7.3, vapor diffusion, hanging drop, temperature 287K'",,CO,"['PEG 8000', '13%', 'ethylene glycol', '8%', 'glycerol', '2%', 'HEPES-Na', '50.0']"
4N4H,0.1258074549430199,2.302,24590075.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.3,289.0,"'25% (w/v) polyethylene glycol 4000, 0.1M Tris-HCl, pH 8.3, 0.2M Li2SO4, VAPOR DIFFUSION, HANGING DROP, temperature 289K'",,"ZN, PO4, PEG","['PEG 4000', '25% w/v', 'tris-HCl', '100.0', 'lithium sulfate', '200.0']"
4L3A,0.1258074549430199,2.591,23958637.0,monomeric(*),"'VAPOR DIFFUSION, HANGING DROP'",7.0,293.0,"'18% PEG3350, 0.3 M magnesium chloride, 0.1 mM samarium chloride, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 293K'",,"MG, NA, GOL, K","['PEG 3350', '18%', 'magnesium chloride', '300.0', 'samarium chloride', '0.1']"
4N4I,0.1258074549430199,1.999,24590075.0,dimeric,"'VAPOR DIFFUSION, HANGING DROP'",8.3,289.0,"'25% (w/v) polyethylene glycol 4000, 0.1M Tris-HCl, pH 8.3, 0.2M Li2SO4, vapor diffusion, hanging drop, temperature 289K'",,"ZN, PO4, PEG","['PEG 4000', '25% w/v', 'tris-HCl', '100.0', 'lithium sulfate', '200.0']"
4XWN,0.1258074549430199,2.884,26457517.0,monomeric,"'VAPOR DIFFUSION, HANGING DROP'",7.5,293.0,"'PEG6000, HEPES'",,CA,"['PEG 6000', None, 'HEPES', None]"
6UNZ,0.1258074549430199,3.195,31743022.0,dimeric(*),'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic
;",,"SF4, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4']"
6UPM,0.1258074549430199,2.03,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 12 mM S-Malate
;",,"SF4, LMR, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 's-malate', '12.0']"
6UQ8,0.1258074549430199,1.339,31743022.0,dimeric,'VAPOR DIFFUSION',5.0,293.0,";12% v/v PEG3350, 10 mM ammonium citrate tribasic, 16 mM sodium acetate trihydrate, 20 mM sodium formate, 6.4 mM ammonium tartrate dibasic, 73.2 mM malonate, 12 mM RS-malate, 4.8 mM succinate
;",,"SF4, LMR, MLA, GOL","['PEG 3350', '12% v/v', 'ammonium citrate', '10.0', 'sodium acetate', '16.0', 'sodium formate', '20.0', 'ammonium hydrogen tartrate', '6.4', 'sodium malonate', '73.2', 'rs-malate', '12.0', 'sodium succinate', '4.8']"
